LC5date,Sowing,State,Lat,Long,Site,Family,SibNum,ID,Block,Location,SM,LC1,LC2,LC3,LC4,LC5,LC5 DATE,GR1,GR2,GR3,GR4,Grearly,Surv1,Surv2,Surv3,Surv4,Surv5,Surv6,Surv7,Drought,Dead,FFD,Flowered,LCF,DTF,CW,ASDl,ASDh,ASD,Biomass,PodNum,SeedNum,totalSeedMass,Lobed,Heterozygous
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,80,GA5,1,GA5-1,A,139,0.0524,3,5,9,15,32,16/09/2021,0.166666667,0.5,0.857142857,1.88889,0.3,1,1,1,1,1,1,1,0,0,26/09/2021,1,50,68,40.19,0,3.07,1.535,13.016,0,0,0,1,0
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,70,GA1,1,GA1-1,A,197,0.0224,1,3,4,6,12,17/09/2021,0.166666667,0.125,0.285714286,0.6,0.15,1,1,1,1,1,1,1,0,0,10/10/2021,1,24,82,27.01,2.19,5.79,3.99,1.623,0,0,0,1,1
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,80,GA6,1,GA6-1,A,320,0.0193,0,0,0,0,0,17/09/2021,0,0,0,0,0,1,1,1,1,1,1,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,80,GA6,2,GA6-2,B,50,0.0249,1,5,5,6,13,18/09/2021,0.333333333,0,0.142857143,0.63636,0.2,1,1,1,1,1,1,1,0,0,09/10/2021,1,22,81,36.4,2.14,5.02,3.58,1.92,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,70,GA1,2,GA1-2,B,140,0.0216,2,3,6,8,12,18/09/2021,0.083333333,0.375,0.285714286,0.36364,0.2,1,1,1,1,1,1,1,0,0,27/09/2021,1,18,69,29.82,0,3.06,1.53,3.463,1,1,0.0136,1,1
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,80,GA5,2,GA5-2,B,207,0.0337,2,5,7,8,15,16/09/2021,0.25,0.25,0.142857143,0.77778,0.25,1,1,1,1,1,1,1,0,0,05/10/2021,1,26,77,39.16,0,3.33,1.665,3.423,0,0,0,1,0
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,70,GA1,3,GA1-3,C,87,0.0229,1,2,3,3,4,19/09/2021,0.083333333,0.125,0,0.08333,0.1,1,1,1,1,1,1,1,0,0,10/10/2021,1,6,82,36.87,2.01,5.54,3.775,0.269,0,0,0,1,1
07/09/2021,20-Jul-21,GA,33.017681,-83.503269,80,GA5,3,GA5-3,C,279,0.0532,1,2,2,2,2,20/09/2021,0.083333333,0,0,0,0.05,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.1174,0,0,0,1,0
07/09/2021,20-Jul-21,SC,33.695047,-80.211483,75,SC13,1,SC13-1,A,82,0.0106,2,4,7,11,20,16/09/2021,0.166666667,0.375,0.571428571,1,0.25,1,1,1,1,1,1,1,0,0,14/10/2021,1,38,86,43.79,0,3.6,1.8,5.038,0,0,0,1,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA2,1,GA2-1,A,97,0.0108,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA3,1,GA3-1,A,181,0.0308,2,5,10,21,43,17/09/2021,0.25,0.625,1.571428571,2.2,0.4,1,1,1,1,1,1,1,0,0,04/10/2021,1,64,76,40.57,0,3.28,1.64,9.769,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA7,1,GA7-1,A,204,0.0308,3,6,9,16,33,17/09/2021,0.25,0.375,1,1.7,0.3,1,1,1,1,1,1,1,0,0,24/09/2021,1,52,66,35.65,0,5.09,2.545,11.068,1,1,0.01879,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA4,1,GA4-1,A,244,0.0155,0,2,2,3,6,17/09/2021,0.166666667,0,0.142857143,0.3,0.1,1,1,1,1,1,1,1,0,0,20/10/2021,1,9,92,32.73,-4.23,0,2.115,0.30181,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA7,2,GA7-2,B,65,0.0338,0,0,0,0,0,18/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA3,2,GA3-2,B,73,0.0337,3,4,10,14,26,18/09/2021,0.083333333,0.75,0.571428571,1.09091,0.35,1,1,1,1,1,1,1,0,0,25/09/2021,1,40,67,40.89,0,2.56,1.28,6.696,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA2,2,GA2-2,B,177,0.0136,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA4,2,GA4-2,B,305,0.0147,0,0,0,0,0,23/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA4,3,GA4-3,C,151,0.0122,1,3,3,3,3,19/09/2021,0.166666667,0,0,0,0.1,1,1,1,1,0,0,0,1,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA7,3,GA7-3,C,159,0.0353,0,0,0,0,0,19/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA3,3,GA3-3,C,225,0.0314,1,4,6,6,10,20/09/2021,0.25,0.25,0,0.30769,0.25,1,1,1,1,1,1,1,0,0,02/10/2021,1,14,74,29.1,-0.57,0.7,0.635,2.403,0,0,0,0,0
07/09/2021,20-Jul-21,GA,33.874519,-83.52615,79,GA2,3,GA2-3,C,285,0.014,0,0,0,0,0,20/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.003208,-81.009036,76,SC20,1,SC20-1,A,167,0.0232,0,0,0,0,1,16/09/2021,0,0,0,0.11111,0,1,1,1,1,1,1,0,0,1,,0,,,,,,,0,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.003208,-81.009036,76,SC20,2,SC20-2,B,179,0.0264,0,4,6,6,6,16/09/2021,0.333333333,0.25,0,0,0.3,1,1,1,1,1,1,1,0,0,12/10/2021,1,11,84,41.53,1.72,5.3,3.51,0.816,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.003208,-81.009036,76,SC20,3,SC20-3,C,302,0.0266,1,2,4,5,5,20/09/2021,0.083333333,0.25,0.142857143,0,0.15,1,1,1,1,1,1,1,0,0,14/10/2021,1,8,86,40.02,0,4.23,2.115,0.818,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.07639,-80.39094,50,SC10,1,SC10-1,A,52,0.0295,1,3,5,6,7,16/09/2021,0.166666667,0.25,0.142857143,0.11111,0.2,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.53802,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.07639,-80.39094,50,SC10,2,SC10-2,B,313,0.0274,1,3,5,6,7,23/09/2021,0.166666667,0.25,0.142857143,0.0625,0.2,1,1,1,1,1,1,1,0,0,08/10/2021,1,10,80,38.63,0,3.18,1.59,1.196,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.07639,-80.39094,50,SC10,3,SC10-3,C,257,0.0251,2,2,2,2,2,20/09/2021,0,0,0,0,0,1,1,1,1,1,1,1,0,0,22/10/2021,1,2,94,18.48,-0.55,0.58,0.565,0.039,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.10394,-79.07347,47,SC7,1,SC7-1,A,151,0.0148,0,1,1,1,1,16/09/2021,0.083333333,0,0,0,0.05,1,1,1,0,0,0,0,1,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.10394,-79.07347,47,SC6,1,SC6-1,A,291,0.0174,0,1,2,3,3,17/09/2021,0.083333333,0.125,0.142857143,0,0.1,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.03229,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.10394,-79.07347,47,SC7,2,SC7-2,B,123,0.0129,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.10394,-79.07347,47,SC6,2,SC6-2,B,282,0.0185,0,0,0,0,0,18/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.10394,-79.07347,47,SC7,3,MD49-3,C,99,0.0207,0,1,1,1,1,19/09/2021,0.083333333,0,0,0,0.05,1,1,1,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.10394,-79.07347,47,SC6,3,SC6-3,C,270,0.0189,0,0,1,1,1,20/09/2021,0,0.125,0,0,0.05,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.0106,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC19,1,SC19-1,A,110,0.039,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC18,1,SC18-1,A,179,0.0223,0,0,0,0,0,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC16,1,SC16-1,A,187,0.0248,2,6,13,23,51,17/09/2021,0.333333333,0.875,1.428571429,2.8,0.55,1,1,1,1,1,1,1,0,0,21/09/2021,1,58,63,41.94,1.08,4.32,2.7,23.124,1,5,0.11565,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC15,1,SC15-1,A,201,0.0245,1,3,5,6,12,17/09/2021,0.166666667,0.25,0.142857143,0.6,0.2,1,1,1,1,1,1,1,0,0,,0,,,,,,,2.266,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC14,1,SC14-1,A,225,0.0291,0,0,0,0,0,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC17,1,SC17-1,A,306,0.033,2,6,10,16,23,17/09/2021,0.333333333,0.5,0.857142857,0.7,0.4,1,1,1,1,1,1,1,0,0,14/10/2021,1,55,86,44.4,0,2.46,1.23,6.613,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC14,2,SC14-2,B,19,0.0262,0,0,0,1,1,17/09/2021,0,0,0.142857143,0,0,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.01825,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC17,2,SC17-2,B,115,0.0336,1,3,5,6,7,16/09/2021,0.166666667,0.25,0.142857143,0.11111,0.2,1,1,1,1,1,1,1,0,0,04/10/2021,1,10,76,36.82,0.82,4.76,2.79,0.99,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC15,2,SC15-2,B,193,0.0198,3,5,10,17,25,16/09/2021,0.166666667,0.625,1,0.88889,0.35,1,1,1,1,1,1,1,0,0,06/10/2021,1,44,78,32.54,0,2.94,1.47,4.65,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC19,2,SC19-2,B,244,0.0331,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC18,2,SC18-2,B,309,0.0166,0,0,0,0,0,23/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC16,2,SC16-2,B,336,0.0207,0,0,0,0,0,23/09/2021,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC18,3,SC18-3,C,27,0.0228,0,0,0,0,0,19/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC15,3,SC15-3,C,49,0.0183,1,4,5,6,8,19/09/2021,0.25,0.125,0.142857143,0.16667,0.2,1,1,1,1,1,1,1,0,0,07/10/2021,1,9,79,34.79,-0.72,1.67,1.195,0.844,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC19,3,SC19-3,C,137,0.0333,0,0,0,0,0,19/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC16,3,SC16-3,C,295,0.0222,0,0,0,0,0,20/09/2021,0,0,0,0,0,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.0092,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC17,3,SC17-3,C,310,0.0296,1,1,1,1,1,20/09/2021,0,0,0,0,0,1,1,1,1,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.148,-79.89383,53,SC14,3,SC14-3,C,315,0.0267,0,1,1,2,3,20/09/2021,0.083333333,0,0.142857143,0.07692,0.05,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.0365,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.15839,-79.27936,48,SC8,1,SC8-1,A,241,0.0167,1,3,5,6,10,17/09/2021,0.166666667,0.25,0.142857143,0.4,0.2,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.804,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.15839,-79.27936,48,SC9,1,SC9-1,A,275,0.0224,1,4,7,10,18,17/09/2021,0.25,0.375,0.428571429,0.8,0.3,1,1,1,1,1,1,1,0,0,13/10/2021,1,43,85,49.35,0.99,5.48,3.235,3.921,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.15839,-79.27936,48,SC8,2,SC8-2,B,186,0.0108,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,,,,0.00666,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.15839,-79.27936,48,SC9,2,SC9-2,B,232,0.0171,0,0,0,0,1,16/09/2021,0,0,0,0.11111,0,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.0052,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.15839,-79.27936,48,SC9,3,SC9-3,C,98,0.0186,0,0,0,0,0,19/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.15839,-79.27936,48,SC8,3,SC8-3,C,258,0.0105,0,0,0,0,0,20/09/2021,0,0,0,0,0,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.01641,0,0,0,1,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC4,1,SC4-1,A,118,0.0294,0,1,3,4,4,16/09/2021,0.083333333,0.25,0.142857143,0,0.15,1,1,1,1,1,1,1,0,0,18/10/2021,1,7,90,18.49,0,1.91,0.955,0.16799,0,0,0,1,1
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC2,1,SC2-1,A,121,0.0208,0,1,3,4,6,16/09/2021,0.083333333,0.25,0.142857143,0.22222,0.15,1,1,1,1,1,1,1,0,0,14/10/2021,1,13,86,36.34,0,2.74,1.37,0.56751,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC5,1,SC5-1,A,212,0.0336,1,3,5,7,17,17/09/2021,0.166666667,0.25,0.285714286,1,0.2,1,1,1,1,1,1,1,0,0,02/10/2021,1,31,74,28.32,0,3.74,1.87,5.355,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC3,1,SC3-1,A,259,0.0426,3,5,10,19,40,17/09/2021,0.166666667,0.625,1.285714286,2.1,0.35,1,1,1,1,1,1,1,0,0,07/10/2021,1,73,79,39.5,0,4.67,2.335,15.658,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC1,1,SC1-1,A,335,0.0496,2,6,7,15,24,17/09/2021,0.333333333,0.125,1.142857143,0.9,0.25,1,1,1,1,1,1,1,0,0,07/10/2021,1,34,79,37.46,1.23,5.12,3.175,6.909,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC1,2,SC1-2,B,133,0.0492,2,5,8,12,26,18/09/2021,0.25,0.375,0.571428571,1.27273,0.3,1,1,1,1,1,1,1,0,0,30/09/2021,1,44,72,25.08,-0.35,1.81,1.08,5.641,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC2,2,SC2-2,B,285,0.0223,0,0,0,0,0,18/09/2021,0,0,0,0,0,1,1,0,0,0,0,0,1,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC4,2,SC4-2,B,296,0.0301,0,0,0,0,0,23/09/2021,0,0,0,0,0,1,1,1,1,0,0,0,0,1,,0,,,,,,,0,0,0,0,1,1
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC5,2,SC5-2,B,325,0.0342,1,2,6,6,6,23/09/2021,0.083333333,0.5,0,0,0.25,1,1,1,1,1,1,1,0,0,12/10/2021,1,6,84,31.44,0,4.55,2.275,0.356,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC3,2,SC3-2,B,341,0.0442,1,1,2,4,6,23/09/2021,0,0.125,0.285714286,0.125,0.05,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.449,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC5,3,SC5-3,C,43,0.0343,1,1,1,2,3,19/09/2021,0,0,0.142857143,0.08333,0,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.01332,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC3,3,SC3-3,C,75,0.0423,1,3,4,6,6,19/09/2021,0.166666667,0.125,0.285714286,0,0.15,1,1,1,1,1,1,1,0,0,07/10/2021,1,20,79,26.54,-0.63,2.38,1.505,2.833,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC4,3,SC4-3,C,111,0.028,1,3,4,5,7,19/09/2021,0.166666667,0.125,0.142857143,0.16667,0.15,1,1,1,1,1,1,1,0,0,10/10/2021,1,20,82,36.38,0,3.51,1.755,1.766,0,0,0,1,1
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC2,3,SC2-3,C,206,0.0159,0,0,2,3,3,20/09/2021,0,0.25,0.142857143,0,0.1,1,1,1,1,1,1,1,0,0,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,SC,34.18703,-80.00058,46,SC1,3,SC1-3,C,337,0.0371,1,1,2,2,3,20/09/2021,0,0.125,0,0.07692,0.05,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.0808,0,0,0,0,0
07/09/2021,20-Jul-21,AL,34.2825,-85.955683,67,AL1,1,AL1-1,A,202,0.0295,2,5,9,14,39,17/09/2021,0.25,0.5,0.714285714,2.5,0.35,1,1,1,1,1,1,1,0,0,26/09/2021,1,65,68,24.01,-1.18,0,0.59,12.782,0,0,0,0,0
07/09/2021,20-Jul-21,AL,34.2825,-85.955683,67,AL1,2,AL1-2,B,320,0.0302,0,3,4,7,13,23/09/2021,0.25,0.125,0.428571429,0.375,0.2,1,1,1,1,1,1,1,0,0,,0,,,,,,,3.278,0,0,0,0,0
07/09/2021,20-Jul-21,AL,34.2825,-85.955683,67,AL1,3,AL1-3,C,121,0.0319,1,3,4,5,7,19/09/2021,0.166666667,0.125,0.142857143,0.16667,0.15,1,1,1,1,1,1,1,0,0,02/10/2021,1,7,74,25.37,-0.58,0.91,0.745,0.793,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.50819,-78.70864,43,NC24,1,NC24-1,A,322,0.0386,1,4,7,9,12,17/09/2021,0.25,0.375,0.285714286,0.3,0.3,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.532,0,0,0,1,0
07/09/2021,20-Jul-21,NC,34.50819,-78.70864,43,NC24,2,NC24-2,B,152,0.0266,0,3,4.62,5,6,18/09/2021,0.25,0.2025,0.054285714,0.09091,0.231,1,1,1,1,1,1,1,0,0,04/10/2021,1,9,76,,0,5.31,2.655,0.912,0,0,0,1,0
07/09/2021,20-Jul-21,NC,34.50819,-78.70864,43,NC24,3,NC24-3,C,65,0.0259,1,1,1,1,2,19/09/2021,0,0,0,0.08333,0,1,1,1,1,1,1,1,0,0,,0,,,,,,,0.05678,0,0,0,1,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC6,1,NC6-1,A,33,0.0202,0,0,0,0,0,16/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC5,1,NC5-1,A,47,0.0253,1,1,1,1,1,16/09/2021,0,0,0,0,0,1,1,1,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC8,1,NC8-1,A,53,0.0271,0,1,2,3,4,16/09/2021,0.083333333,0.125,0.142857143,0.11111,0.1,1,1,1,1,1,1,1,0,0,20/10/2021,1,4,92,13.18,0,1.43,0.715,0.08617,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC1,1,NC1-1,A,172,0.0269,2,7,15,19,45,16/09/2021,0.416666667,1,0.571428571,2.88889,0.65,1,1,1,1,1,1,1,0,0,20/09/2021,1,69,62,33.69,0,3.78,1.89,26.619,1,5,0.14486,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC2,1,NC2-1,A,260,0.0267,0,0,0,0,0,17/09/2021,0,0,0,0,0,1,1,1,0,0,0,0,1,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC3,1,NC3-1,A,263,0.0415,1,4,5,5,7,17/09/2021,0.25,0.125,0,0.2,0.2,1,1,1,1,1,1,1,0,0,26/09/2021,1,10,68,26.54,0,2.29,1.145,1.401,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC4,1,NC4-1,A,281,0.0198,0,0,0,0,0,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC7,1,NC7-1,A,299,0.0369,0,0,0,0,0,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC8,2,NC8-2,B,2,0.0214,0,0,0,0,0,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC4,2,NC4-2,B,11,0.0205,0,0,0,0,0,17/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC1,2,NC1-2,B,70,0.0434,3,5,8,15,24,18/09/2021,0.166666667,0.375,1,0.81818,0.25,1,1,1,1,1,1,1,0,0,27/09/2021,1,38,69,32,-3.9,1.03,2.465,6.559,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC3,2,NC3-2,B,97,0.0458,3,5,9,11,18,16/09/2021,0.166666667,0.5,0.285714286,0.77778,0.3,1,1,1,1,1,1,1,0,0,30/09/2021,1,29,72,25.37,-1.45,0,0.725,3.405,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC7,2,NC7-2,B,200,0.0283,0,3,4,5,8,16/09/2021,0.25,0.125,0.142857143,0.33333,0.2,1,1,1,1,1,1,1,0,0,10/10/2021,1,17,82,29.55,3.8,6.63,5.215,1.185,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC2,2,NC2-2,B,213,0.0262,0,1,1,1,1,16/09/2021,0.083333333,0,0,0,0.05,1,1,1,1,1,1,1,0,0,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC5,2,NC5-2,B,215,0.0404,3,5,10,14,21,16/09/2021,0.166666667,0.625,0.571428571,0.77778,0.35,1,1,1,1,1,1,1,0,0,30/09/2021,1,41,72,32.82,0,3.23,1.615,12.166,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC6,2,NC6-2,B,297,0.0187,0,0,0,0,0,23/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC2,3,NC2-3,C,1,0.0247,0,0,0,0,0,19/09/2021,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC1,3,NC1-3,C,24,0.0372,2,2,3,3,3,19/09/2021,0,0.125,0,0,0.05,1,1,1,1,1,1,1,0,0,13/10/2021,1,5,85,34.8,1.47,6.4,3.935,0.1849,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC6,3,NC6-3,C,45,0.0234,0,0,0,0,0,19/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC4,3,NC4-3,C,89,0.0194,0,0,0,0,0,19/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC5,3,NC5-3,C,96,0.0387,3,6,10,17,43,19/09/2021,0.25,0.5,1,2.16667,0.35,1,1,1,1,1,1,1,0,0,27/09/2021,1,57,69,22.96,0,1.69,0.845,14.575,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC3,3,NC3-3,C,260,0.0297,1,2,2,3,4,20/09/2021,0.083333333,0,0.142857143,0.07692,0.05,1,1,1,1,1,1,1,0,0,02/10/2021,1,5,74,22.05,0,2.93,1.465,0.343,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC8,3,NC8-3,C,319,0.0211,0,0,0,0,0,20/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,,,,,0,0,0,0,0,0
07/09/2021,20-Jul-21,NC,34.52892,-77.90628,35,NC7,3,NC7-3,C,322,0.0381,2,5,7,8,15,20/09/2021,0.25,0.25,0.142857143,0.53846,0.25,1,1,1,1,1,1,1,0,0,14/09/2021,1,8,56,33.92,0,3.88,1.94,2.17,0,0,0,0,0
