,importance,gene
2314,0.2478632478632491,LOC109166960
2313,0.2478632478632491,LOC109158901
2312,0.2478632478632491,LOC109154825
2310,0.2478632478632491,LOC109160259
2309,0.2478632478632491,LOC109153093
2308,0.2478632478632491,LOC109190835
2307,0.2478632478632491,LOC109187835
2304,0.2478632478632491,LOC109188044
2353,0.2478632478632491,LOC109177914
2354,0.2478632478632491,LOC109171149
2358,0.2478632478632491,LOC109190725
2360,0.2478632478632491,LOC109170475
2405,0.2478632478632491,LOC109149620
2404,0.2478632478632491,LOC109161140
2402,0.2478632478632491,LOC109177198
2401,0.2478632478632491,LOC109174861
2400,0.2478632478632491,LOC109169969
2398,0.2478632478632491,LOC109190769
2396,0.2478632478632491,LOC109186613
2395,0.2478632478632491,LOC109178757
2394,0.2478632478632491,LOC109178342
2392,0.2478632478632491,LOC109192607
2391,0.2478632478632491,LOC109190829
2390,0.2478632478632491,LOC109179485
2388,0.2478632478632491,LOC109176112
2387,0.2478632478632491,LOC109191481
2383,0.2478632478632491,LOC109181883
2382,0.2478632478632491,LOC109188775
2379,0.2478632478632491,LOC109150855
2378,0.2478632478632491,LOC109192334
2377,0.2478632478632491,LOC109184308
2376,0.2478632478632491,LOC109184168
2375,0.2478632478632491,LOC109180076
2373,0.2478632478632491,LOC109176446
2367,0.2478632478632491,LOC109161527
2365,0.2478632478632491,LOC109149428
2363,0.2478632478632491,LOC109146494
2362,0.2478632478632491,LOC109175670
2361,0.2478632478632491,LOC109158144
2517,0.2478632478632491,LOC109149202
2519,0.2478632478632491,LOC109168570
2520,0.2478632478632491,LOC109170536
2677,0.2478632478632491,LOC109179611
2698,0.2478632478632491,LOC109179870
2696,0.2478632478632491,LOC109185539
2695,0.2478632478632491,LOC109149279
2694,0.2478632478632491,LOC109156148
2692,0.2478632478632491,LOC109150483
2690,0.2478632478632491,LOC109169757
2689,0.2478632478632491,LOC109165144
2686,0.2478632478632491,LOC109165422
2684,0.2478632478632491,LOC109169632
2683,0.2478632478632491,LOC109190662
2682,0.2478632478632491,LOC109188282
2681,0.2478632478632491,LOC109177815
2679,0.2478632478632491,LOC109187695
2676,0.2478632478632491,LOC109176071
2647,0.2478632478632491,LOC109176053
2674,0.2478632478632491,LOC109152412
2669,0.2478632478632491,LOC109180688
2668,0.2478632478632491,LOC109173880
2666,0.2478632478632491,LOC109155754
2665,0.2478632478632491,LOC109148981
2664,0.2478632478632491,LOC109170469
2663,0.2478632478632491,LOC109166850
2662,0.2478632478632491,LOC109158372
2661,0.2478632478632491,LOC109173677
2658,0.2478632478632491,LOC109169418
2655,0.2478632478632491,LOC109173797
2654,0.2478632478632491,LOC109149265
2653,0.2478632478632491,LOC109172997
2702,0.2478632478632491,LOC109161997
2703,0.2478632478632491,LOC109159157
2704,0.2478632478632491,LOC109193930
2706,0.2478632478632491,LOC109147685
2751,0.2478632478632491,LOC109160758
2750,0.2478632478632491,LOC109160465
2748,0.2478632478632491,LOC109156108
2746,0.2478632478632491,LOC109176220
2744,0.2478632478632491,LOC109190677
2743,0.2478632478632491,LOC109155918
2742,0.2478632478632491,LOC109147663
2736,0.2478632478632491,LOC109183917
2735,0.2478632478632491,LOC109170224
2734,0.2478632478632491,LOC109163099
2733,0.2478632478632491,LOC109147432
2732,0.2478632478632491,LOC109188067
2728,0.2478632478632491,LOC109155056
2727,0.2478632478632491,LOC109164838
2726,0.2478632478632491,LOC109182742
2725,0.2478632478632491,LOC109166778
2723,0.2478632478632491,LOC109177672
2722,0.2478632478632491,LOC109160368
2721,0.2478632478632491,LOC109186781
2720,0.2478632478632491,LOC109192671
2718,0.2478632478632491,LOC109165685
2717,0.2478632478632491,LOC109157147
2714,0.2478632478632491,LOC109181907
2713,0.2478632478632491,LOC109168936
2710,0.2478632478632491,LOC109170208
2708,0.2478632478632491,LOC109190595
2707,0.2478632478632491,LOC109185626
2650,0.2478632478632491,LOC109190427
2645,0.2478632478632491,LOC109146805
2522,0.2478632478632491,LOC109150069
2552,0.2478632478632491,LOC109193904
2578,0.2478632478632491,LOC109190404
2577,0.2478632478632491,LOC109172034
2573,0.2478632478632491,LOC109181817
2572,0.2478632478632491,LOC109183596
2570,0.2478632478632491,LOC109160953
2569,0.2478632478632491,LOC109159570
2566,0.2478632478632491,LOC109175491
2565,0.2478632478632491,LOC109186366
2562,0.2478632478632491,LOC109181536
2561,0.2478632478632491,LOC109171995
2558,0.2478632478632491,LOC109179098
2557,0.2478632478632491,LOC109165444
2553,0.2478632478632491,LOC109149780
2551,0.2478632478632491,LOC109182128
2644,0.2478632478632491,LOC109182841
2548,0.2478632478632491,LOC109155968
2547,0.2478632478632491,LOC109170973
2546,0.2478632478632491,LOC109162147
2544,0.2478632478632491,LOC109149057
2537,0.2478632478632491,LOC109149380
2536,0.2478632478632491,LOC109172922
2532,0.2478632478632491,LOC109190220
2530,0.2478632478632491,LOC109175628
2527,0.2478632478632491,LOC109167107
2526,0.2478632478632491,LOC109161328
2525,0.2478632478632491,LOC109157652
2524,0.2478632478632491,LOC109174607
2523,0.2478632478632491,LOC109171763
2580,0.2478632478632491,LOC109166262
2583,0.2478632478632491,LOC109192335
2593,0.2478632478632491,LOC109193150
2594,0.2478632478632491,LOC109190969
2643,0.2478632478632491,LOC109169480
2641,0.2478632478632491,LOC109177202
2640,0.2478632478632491,LOC109192424
2638,0.2478632478632491,LOC109181457
2637,0.2478632478632491,LOC109157350
2636,0.2478632478632491,LOC109173124
2634,0.2478632478632491,LOC109177841
2633,0.2478632478632491,LOC109175751
2632,0.2478632478632491,LOC109148218
2631,0.2478632478632491,LOC109180681
2630,0.2478632478632491,LOC109177654
2629,0.2478632478632491,LOC109162040
2628,0.2478632478632491,LOC109161687
2625,0.2478632478632491,LOC109158832
2621,0.2478632478632491,LOC109177155
2619,0.2478632478632491,LOC109190667
2614,0.2478632478632491,LOC109180946
2613,0.2478632478632491,LOC109180553
2609,0.2478632478632491,LOC109169779
2608,0.2478632478632491,LOC109160147
2607,0.2478632478632491,LOC109172644
2605,0.2478632478632491,LOC109168490
2604,0.2478632478632491,LOC109150846
2601,0.2478632478632491,LOC109173089
2599,0.2478632478632491,LOC109169524
2598,0.2478632478632491,LOC109192941
2596,0.2478632478632491,LOC109182353
2303,0.2478632478632491,LOC109170473
2301,0.2478632478632491,LOC109149759
1867,0.2478632478632491,LOC109178075
1985,0.2478632478632491,LOC109159223
2009,0.2478632478632491,LOC109167707
2006,0.2478632478632491,LOC109183570
2005,0.2478632478632491,LOC109181500
2003,0.2478632478632491,LOC109191605
2002,0.2478632478632491,LOC109185907
1999,0.2478632478632491,LOC109170789
1998,0.2478632478632491,LOC109149839
1996,0.2478632478632491,LOC109169284
1993,0.2478632478632491,LOC109149778
1991,0.2478632478632491,LOC109162127
1988,0.2478632478632491,LOC109165214
1987,0.2478632478632491,LOC109161739
1986,0.2478632478632491,LOC109165219
1984,0.2478632478632491,LOC109172573
2011,0.2478632478632491,LOC109158236
1983,0.2478632478632491,LOC109160103
1981,0.2478632478632491,LOC109187536
1980,0.2478632478632491,LOC109172049
1979,0.2478632478632491,LOC109192472
1975,0.2478632478632491,LOC109178488
1974,0.2478632478632491,LOC109176812
1972,0.2478632478632491,LOC109180446
1967,0.2478632478632491,LOC109178976
1964,0.2478632478632491,LOC109182171
1963,0.2478632478632491,LOC109172975
1962,0.2478632478632491,LOC109187736
1960,0.2478632478632491,LOC109185347
1959,0.2478632478632491,LOC109167602
2010,0.2478632478632491,LOC109152882
2012,0.2478632478632491,LOC109150471
2300,0.2478632478632491,LOC109184777
2041,0.2478632478632491,LOC109162686
2062,0.2478632478632491,LOC109186862
2061,0.2478632478632491,LOC109178219
2059,0.2478632478632491,LOC109177419
2057,0.2478632478632491,LOC109159811
2055,0.2478632478632491,LOC109175880
2053,0.2478632478632491,LOC109172517
2052,0.2478632478632491,LOC109155955
2051,0.2478632478632491,LOC109172038
2050,0.2478632478632491,LOC109165587
2049,0.2478632478632491,LOC109155602
2048,0.2478632478632491,LOC109147963
2044,0.2478632478632491,LOC109149472
2043,0.2478632478632491,LOC109171654
2040,0.2478632478632491,LOC109188086
2013,0.2478632478632491,LOC109190906
2039,0.2478632478632491,LOC109187962
2038,0.2478632478632491,LOC109170517
2037,0.2478632478632491,LOC109155733
2036,0.2478632478632491,LOC109185603
2034,0.2478632478632491,LOC109167623
2029,0.2478632478632491,LOC109190972
2028,0.2478632478632491,LOC109181560
2027,0.2478632478632491,LOC109192430
2023,0.2478632478632491,LOC109186456
2020,0.2478632478632491,LOC109176034
2019,0.2478632478632491,LOC109174580
2018,0.2478632478632491,LOC109158819
2014,0.2478632478632491,LOC109149475
1957,0.2478632478632491,LOC109194111
1956,0.2478632478632491,LOC109185905
1955,0.2478632478632491,LOC109159099
1887,0.2478632478632491,LOC109148152
1906,0.2478632478632491,LOC109178202
1905,0.2478632478632491,LOC109171996
1904,0.2478632478632491,LOC109160977
1903,0.2478632478632491,LOC109151327
1902,0.2478632478632491,LOC109148202
1900,0.2478632478632491,LOC109160060
1899,0.2478632478632491,LOC109189199
1898,0.2478632478632491,LOC109174794
1896,0.2478632478632491,LOC109190735
1895,0.2478632478632491,LOC109155607
1894,0.2478632478632491,LOC109191501
1891,0.2478632478632491,LOC109182114
1889,0.2478632478632491,LOC109149977
1886,0.2478632478632491,LOC109187740
1953,0.2478632478632491,LOC109178003
1885,0.2478632478632491,LOC109164568
1883,0.2478632478632491,LOC109161327
1882,0.2478632478632491,LOC109173683
1881,0.2478632478632491,LOC109165070
1880,0.2478632478632491,LOC109178882
1879,0.2478632478632491,LOC109162203
1876,0.2478632478632491,LOC109178253
1875,0.2478632478632491,LOC109168954
1873,0.2478632478632491,LOC109149539
1871,0.2478632478632491,LOC109163627
1870,0.2478632478632491,LOC109186304
1869,0.2478632478632491,LOC109178339
1868,0.2478632478632491,LOC109184156
1909,0.2478632478632491,LOC109161463
1910,0.2478632478632491,LOC109186678
1911,0.2478632478632491,LOC109176102
1912,0.2478632478632491,LOC109160553
1949,0.2478632478632491,LOC109177011
1948,0.2478632478632491,LOC109193115
1160,0.2478632478632491,LOC109176119
1946,0.2478632478632491,LOC109174112
1944,0.2478632478632491,LOC109150327
1942,0.2478632478632491,LOC109171068
1940,0.2478632478632491,LOC109175684
1939,0.2478632478632491,LOC109167548
1938,0.2478632478632491,LOC109156061
1937,0.2478632478632491,LOC109189182
1936,0.2478632478632491,LOC109184188
1935,0.2478632478632491,LOC109161911
1934,0.2478632478632491,LOC109185258
1933,0.2478632478632491,LOC109181764
1931,0.2478632478632491,LOC109173775
1930,0.2478632478632491,LOC109161068
1928,0.2478632478632491,LOC109177969
1927,0.2478632478632491,LOC109185535
1925,0.2478632478632491,LOC109189062
1924,0.2478632478632491,LOC109169683
1922,0.2478632478632491,LOC109165773
1921,0.2478632478632491,LOC109173148
1918,0.2478632478632491,LOC109151303
1917,0.2478632478632491,LOC109173881
1916,0.2478632478632491,LOC109171553
1914,0.2478632478632491,LOC109184042
1913,0.2478632478632491,LOC109175634
2064,0.2478632478632491,LOC109191826
2065,0.2478632478632491,LOC109146499
2066,0.2478632478632491,LOC109148466
2200,0.2478632478632491,LOC109150621
2223,0.2478632478632491,LOC109164075
2220,0.2478632478632491,LOC109191311
2219,0.2478632478632491,LOC109179489
2217,0.2478632478632491,LOC109187628
2216,0.2478632478632491,LOC109187442
2215,0.2478632478632491,LOC109180485
2213,0.2478632478632491,LOC109152614
2212,0.2478632478632491,LOC109194075
2211,0.2478632478632491,LOC109189608
2209,0.2478632478632491,LOC109188919
2206,0.2478632478632491,LOC109150576
2205,0.2478632478632491,LOC109148162
2201,0.2478632478632491,LOC109163102
2199,0.2478632478632491,LOC109172629
2175,0.2478632478632491,LOC109170026
2197,0.2478632478632491,LOC109179892
2196,0.2478632478632491,LOC109163061
2195,0.2478632478632491,LOC109149193
2194,0.2478632478632491,LOC109185388
2193,0.2478632478632491,LOC109166712
2191,0.2478632478632491,LOC109167269
2190,0.2478632478632491,LOC109156839
2186,0.2478632478632491,LOC109177394
2185,0.2478632478632491,LOC109166221
2182,0.2478632478632491,LOC109172507
2181,0.2478632478632491,LOC109152984
2180,0.2478632478632491,LOC109186927
2178,0.2478632478632491,LOC109180074
2224,0.2478632478632491,LOC109161658
2228,0.2478632478632491,LOC109157647
2229,0.2478632478632491,LOC109171969
2234,0.2478632478632491,LOC109179907
2299,0.2478632478632491,LOC109175718
2298,0.2478632478632491,LOC109171604
2294,0.2478632478632491,LOC109154101
2291,0.2478632478632491,LOC109183543
2287,0.2478632478632491,LOC109185187
2285,0.2478632478632491,LOC109187595
2284,0.2478632478632491,LOC109166525
2282,0.2478632478632491,LOC109159198
2281,0.2478632478632491,LOC109192439
2280,0.2478632478632491,LOC109189306
2276,0.2478632478632491,LOC109153033
2275,0.2478632478632491,LOC109185397
2272,0.2478632478632491,LOC109181577
2267,0.2478632478632491,LOC109182871
2266,0.2478632478632491,LOC109154528
2261,0.2478632478632491,LOC109153880
2257,0.2478632478632491,LOC109147683
2253,0.2478632478632491,LOC109166054
2251,0.2478632478632491,LOC109181010
2248,0.2478632478632491,LOC109176278
2246,0.2478632478632491,LOC109189142
2245,0.2478632478632491,LOC109186488
2244,0.2478632478632491,LOC109175781
2242,0.2478632478632491,LOC109183915
2241,0.2478632478632491,LOC109170532
2237,0.2478632478632491,LOC109178264
2235,0.2478632478632491,LOC109191645
2177,0.2478632478632491,LOC109149656
2170,0.2478632478632491,LOC109152385
2067,0.2478632478632491,LOC109149835
2091,0.2478632478632491,LOC109165514
2118,0.2478632478632491,LOC109187941
2116,0.2478632478632491,LOC109186421
2114,0.2478632478632491,LOC109175328
2112,0.2478632478632491,LOC109159103
2111,0.2478632478632491,LOC109182787
2108,0.2478632478632491,LOC109176484
2107,0.2478632478632491,LOC109170024
2105,0.2478632478632491,LOC109152405
2101,0.2478632478632491,LOC109176769
2099,0.2478632478632491,LOC109153100
2097,0.2478632478632491,LOC109190393
2093,0.2478632478632491,LOC109162809
2092,0.2478632478632491,LOC109151201
2090,0.2478632478632491,LOC109189081
2169,0.2478632478632491,LOC109189294
2089,0.2478632478632491,LOC109185647
2088,0.2478632478632491,LOC109151858
2087,0.2478632478632491,LOC109150547
2086,0.2478632478632491,LOC109149722
2082,0.2478632478632491,LOC109160243
2078,0.2478632478632491,LOC109169268
2077,0.2478632478632491,LOC109168552
2074,0.2478632478632491,LOC109185646
2073,0.2478632478632491,LOC109178777
2072,0.2478632478632491,LOC109164090
2070,0.2478632478632491,LOC109153249
2069,0.2478632478632491,LOC109181128
2068,0.2478632478632491,LOC109171983
2119,0.2478632478632491,LOC109148771
2120,0.2478632478632491,LOC109161718
2122,0.2478632478632491,LOC109187851
2126,0.2478632478632491,LOC109183619
2168,0.2478632478632491,LOC109162503
2167,0.2478632478632491,LOC109160149
2163,0.2478632478632491,LOC109158658
2161,0.2478632478632491,LOC109154801
2160,0.2478632478632491,LOC109148848
2159,0.2478632478632491,LOC109176202
2158,0.2478632478632491,LOC109167492
2157,0.2478632478632491,LOC109180537
2155,0.2478632478632491,LOC109167923
2153,0.2478632478632491,LOC109161810
2152,0.2478632478632491,LOC109160272
2151,0.2478632478632491,LOC109181825
2149,0.2478632478632491,LOC109151262
2148,0.2478632478632491,LOC109150565
2147,0.2478632478632491,LOC109173653
2146,0.2478632478632491,LOC109163601
2145,0.2478632478632491,LOC109193082
2144,0.2478632478632491,LOC109182712
2143,0.2478632478632491,LOC109151336
2140,0.2478632478632491,LOC109193014
2139,0.2478632478632491,LOC109182900
2138,0.2478632478632491,LOC109181552
2135,0.2478632478632491,LOC109187785
2133,0.2478632478632491,LOC109161291
2131,0.2478632478632491,LOC109158175
2129,0.2478632478632491,LOC109185179
2128,0.2478632478632491,LOC109170435
1161,0.2478632478632491,LOC109192593
2752,0.2478632478632491,LOC109169341
573,0.2478632478632491,LOC109182409
788,0.2478632478632491,LOC109189939
797,0.2478632478632491,LOC109176046
796,0.2478632478632491,LOC109182280
795,0.2478632478632491,LOC109188325
793,0.2478632478632491,LOC109154827
349,0.2478632478632491,LOC109183067
792,0.2478632478632491,LOC109161574
791,0.2478632478632491,LOC109168507
351,0.2478632478632491,LOC109169074
352,0.2478632478632491,LOC109149208
357,0.2478632478632491,LOC109147982
346,0.2478632478632491,LOC109185860
787,0.2478632478632491,LOC109161819
785,0.2478632478632491,LOC109160581
784,0.2478632478632491,LOC109150234
359,0.2478632478632491,LOC109176802
782,0.2478632478632491,LOC109163669
362,0.2478632478632491,LOC109149613
780,0.2478632478632491,LOC109168528
778,0.2478632478632491,LOC109184795
364,0.2478632478632491,LOC109163526
348,0.2478632478632491,LOC109176516
800,0.2478632478632491,LOC109192910
817,0.2478632478632491,LOC109187188
339,0.2478632478632491,LOC109189786
334,0.2478632478632491,LOC109167696
816,0.2478632478632491,LOC109151384
815,0.2478632478632491,LOC109176532
336,0.2478632478632491,LOC109162069
814,0.2478632478632491,LOC109193025
813,0.2478632478632491,LOC109149221
812,0.2478632478632491,LOC109187899
337,0.2478632478632491,LOC109149706
811,0.2478632478632491,LOC109176475
809,0.2478632478632491,LOC109180503
345,0.2478632478632491,LOC109163196
808,0.2478632478632491,LOC109164690
807,0.2478632478632491,LOC109158643
341,0.2478632478632491,LOC109189028
343,0.2478632478632491,LOC109176717
806,0.2478632478632491,LOC109193089
805,0.2478632478632491,LOC109164999
804,0.2478632478632491,LOC109193965
344,0.2478632478632491,LOC109181665
802,0.2478632478632491,LOC109186260
776,0.2478632478632491,LOC109155401
366,0.2478632478632491,LOC109170325
773,0.2478632478632491,LOC109165121
391,0.2478632478632491,LOC109188108
385,0.2478632478632491,LOC109186841
750,0.2478632478632491,LOC109157966
749,0.2478632478632491,LOC109168926
386,0.2478632478632491,LOC109169883
387,0.2478632478632491,LOC109157282
748,0.2478632478632491,LOC109149045
389,0.2478632478632491,LOC109149504
747,0.2478632478632491,LOC109191718
746,0.2478632478632491,LOC109149754
745,0.2478632478632491,LOC109173720
771,0.2478632478632491,LOC109178334
395,0.2478632478632491,LOC109161932
399,0.2478632478632491,LOC109181780
742,0.2478632478632491,LOC109170142
741,0.2478632478632491,LOC109163290
401,0.2478632478632491,LOC109167290
402,0.2478632478632491,LOC109162015
403,0.2478632478632491,LOC109160108
737,0.2478632478632491,LOC109164648
404,0.2478632478632491,LOC109171561
383,0.2478632478632491,LOC109190543
382,0.2478632478632491,LOC109172759
381,0.2478632478632491,LOC109182141
752,0.2478632478632491,LOC109147572
768,0.2478632478632491,LOC109181526
369,0.2478632478632491,LOC109176024
370,0.2478632478632491,LOC109153029
373,0.2478632478632491,LOC109182100
375,0.2478632478632491,LOC109167256
377,0.2478632478632491,LOC109162778
765,0.2478632478632491,LOC109189019
764,0.2478632478632491,LOC109182745
762,0.2478632478632491,LOC109165370
761,0.2478632478632491,LOC109187245
760,0.2478632478632491,LOC109174576
759,0.2478632478632491,LOC109159386
378,0.2478632478632491,LOC109160065
757,0.2478632478632491,LOC109179886
379,0.2478632478632491,LOC109165027
380,0.2478632478632491,LOC109155687
755,0.2478632478632491,LOC109157450
754,0.2478632478632491,LOC109157449
753,0.2478632478632491,LOC109188255
333,0.2478632478632491,LOC109167729
818,0.2478632478632491,LOC109179211
407,0.2478632478632491,LOC109191335
858,0.2478632478632491,LOC109190571
279,0.2478632478632491,LOC109182839
867,0.2478632478632491,LOC109160786
281,0.2478632478632491,LOC109193599
554,0.2478632478632491,LOC109191707
865,0.2478632478632491,LOC109165465
862,0.2478632478632491,LOC109148198
860,0.2478632478632491,LOC109190412
284,0.2478632478632491,LOC109168511
859,0.2478632478632491,LOC109187509
285,0.2478632478632491,LOC109182323
869,0.2478632478632491,LOC109159544
857,0.2478632478632491,LOC109180245
286,0.2478632478632491,LOC109166319
856,0.2478632478632491,LOC109188736
855,0.2478632478632491,LOC109180552
853,0.2478632478632491,LOC109149673
852,0.2478632478632491,LOC109157609
287,0.2478632478632491,LOC109155648
851,0.2478632478632491,LOC109169948
288,0.2478632478632491,LOC109187977
868,0.2478632478632491,LOC109156002
277,0.2478632478632491,LOC109159714
331,0.2478632478632491,LOC109189229
268,0.2478632478632491,LOC109182799
885,0.2478632478632491,LOC109175295
259,0.2478632478632491,LOC109182737
884,0.2478632478632491,LOC109161274
260,0.2478632478632491,LOC109150163
263,0.2478632478632491,LOC109158157
264,0.2478632478632491,LOC109160260
265,0.2478632478632491,LOC109173611
880,0.2478632478632491,LOC109158911
879,0.2478632478632491,LOC109186443
269,0.2478632478632491,LOC109149411
275,0.2478632478632491,LOC109170610
875,0.2478632478632491,LOC109173764
270,0.2478632478632491,LOC109189606
874,0.2478632478632491,LOC109153324
272,0.2478632478632491,LOC109149734
873,0.2478632478632491,LOC109151380
872,0.2478632478632491,LOC109165002
273,0.2478632478632491,LOC109173986
871,0.2478632478632491,LOC109191226
274,0.2478632478632491,LOC109159035
291,0.2478632478632491,LOC109193347
849,0.2478632478632491,LOC109182129
292,0.2478632478632491,LOC109169830
825,0.2478632478632491,LOC109177761
312,0.2478632478632491,LOC109193121
316,0.2478632478632491,LOC109148096
831,0.2478632478632491,LOC109178260
318,0.2478632478632491,LOC109188678
830,0.2478632478632491,LOC109154517
319,0.2478632478632491,LOC109168531
828,0.2478632478632491,LOC109175997
827,0.2478632478632491,LOC109152963
826,0.2478632478632491,LOC109191613
321,0.2478632478632491,LOC109187939
295,0.2478632478632491,LOC109162019
322,0.2478632478632491,LOC109193595
323,0.2478632478632491,LOC109180364
324,0.2478632478632491,LOC109163155
326,0.2478632478632491,LOC109161253
328,0.2478632478632491,LOC109181724
821,0.2478632478632491,LOC109166582
329,0.2478632478632491,LOC109159191
820,0.2478632478632491,LOC109161987
819,0.2478632478632491,LOC109156958
310,0.2478632478632491,LOC109172572
832,0.2478632478632491,LOC109174887
833,0.2478632478632491,LOC109158249
834,0.2478632478632491,LOC109191480
848,0.2478632478632491,LOC109188250
846,0.2478632478632491,LOC109182602
845,0.2478632478632491,LOC109155990
844,0.2478632478632491,LOC109178096
296,0.2478632478632491,LOC109167552
843,0.2478632478632491,LOC109189592
298,0.2478632478632491,LOC109148583
299,0.2478632478632491,LOC109176268
300,0.2478632478632491,LOC109187764
301,0.2478632478632491,LOC109155759
841,0.2478632478632491,LOC109177528
302,0.2478632478632491,LOC109181546
303,0.2478632478632491,LOC109172717
304,0.2478632478632491,LOC109183603
306,0.2478632478632491,LOC109190348
839,0.2478632478632491,LOC109187621
307,0.2478632478632491,LOC109161855
308,0.2478632478632491,LOC109186600
835,0.2478632478632491,LOC109170514
405,0.2478632478632491,LOC109155837
733,0.2478632478632491,LOC109177589
888,0.2478632478632491,LOC109190782
501,0.2478632478632491,LOC109167123
494,0.2478632478632491,LOC109165355
495,0.2478632478632491,LOC109180468
615,0.2478632478632491,LOC109169870
496,0.2478632478632491,LOC109160834
612,0.2478632478632491,LOC109194004
497,0.2478632478632491,LOC109149540
500,0.2478632478632491,LOC109193000
608,0.2478632478632491,LOC109180989
607,0.2478632478632491,LOC109178929
502,0.2478632478632491,LOC109165191
621,0.2478632478632491,LOC109157747
504,0.2478632478632491,LOC109193785
602,0.2478632478632491,LOC109155705
507,0.2478632478632491,LOC109181564
600,0.2478632478632491,LOC109193332
599,0.2478632478632491,LOC109192468
508,0.2478632478632491,LOC109182296
598,0.2478632478632491,LOC109185333
509,0.2478632478632491,LOC109165451
511,0.2478632478632491,LOC109153149
493,0.2478632478632491,LOC109172760
622,0.2478632478632491,LOC109182859
645,0.2478632478632491,LOC109188133
488,0.2478632478632491,LOC109158971
643,0.2478632478632491,LOC109162010
483,0.2478632478632491,LOC109161721
641,0.2478632478632491,LOC109158648
485,0.2478632478632491,LOC109165120
638,0.2478632478632491,LOC109157087
486,0.2478632478632491,LOC109149478
636,0.2478632478632491,LOC109181935
487,0.2478632478632491,LOC109192201
634,0.2478632478632491,LOC109155376
633,0.2478632478632491,LOC109162834
624,0.2478632478632491,LOC109173099
632,0.2478632478632491,LOC109161551
631,0.2478632478632491,LOC109175755
630,0.2478632478632491,LOC109181554
629,0.2478632478632491,LOC109189779
628,0.2478632478632491,LOC109185838
626,0.2478632478632491,LOC109159218
490,0.2478632478632491,LOC109150548
491,0.2478632478632491,LOC109171030
625,0.2478632478632491,LOC109148124
596,0.2478632478632491,LOC109170081
595,0.2478632478632491,LOC109164951
514,0.2478632478632491,LOC109147926
543,0.2478632478632491,LOC109169898
533,0.2478632478632491,LOC109178299
534,0.2478632478632491,LOC109184430
571,0.2478632478632491,LOC109188062
535,0.2478632478632491,LOC109188061
568,0.2478632478632491,LOC109191192
536,0.2478632478632491,LOC109163536
539,0.2478632478632491,LOC109159324
567,0.2478632478632491,LOC109167181
541,0.2478632478632491,LOC109162733
544,0.2478632478632491,LOC109158331
594,0.2478632478632491,LOC109165818
546,0.2478632478632491,LOC109151289
564,0.2478632478632491,LOC109193543
547,0.2478632478632491,LOC109176086
561,0.2478632478632491,LOC109162508
548,0.2478632478632491,LOC109149717
559,0.2478632478632491,LOC109189124
558,0.2478632478632491,LOC109161049
551,0.2478632478632491,LOC109181837
553,0.2478632478632491,LOC109160545
1158,0.2478632478632491,LOC109193998
532,0.2478632478632491,LOC109175199
576,0.2478632478632491,LOC109178440
531,0.2478632478632491,LOC109159148
593,0.2478632478632491,LOC109162087
516,0.2478632478632491,LOC109190553
517,0.2478632478632491,LOC109159228
590,0.2478632478632491,LOC109152804
588,0.2478632478632491,LOC109158288
587,0.2478632478632491,LOC109149654
586,0.2478632478632491,LOC109172297
518,0.2478632478632491,LOC109162478
584,0.2478632478632491,LOC109185720
520,0.2478632478632491,LOC109188386
583,0.2478632478632491,LOC109167222
522,0.2478632478632491,LOC109169666
582,0.2478632478632491,LOC109163198
524,0.2478632478632491,LOC109155695
580,0.2478632478632491,LOC109183711
578,0.2478632478632491,LOC109173741
527,0.2478632478632491,LOC109160046
528,0.2478632478632491,LOC109190364
577,0.2478632478632491,LOC109187147
644,0.2478632478632491,LOC109182068
482,0.2478632478632491,LOC109176459
408,0.2478632478632491,LOC109183143
431,0.2478632478632491,LOC109187678
428,0.2478632478632491,LOC109185826
709,0.2478632478632491,LOC109171907
708,0.2478632478632491,LOC109171351
429,0.2478632478632491,LOC109158448
430,0.2478632478632491,LOC109164822
706,0.2478632478632491,LOC109175280
705,0.2478632478632491,LOC109154335
704,0.2478632478632491,LOC109178424
703,0.2478632478632491,LOC109188029
433,0.2478632478632491,LOC109154099
427,0.2478632478632491,LOC109186231
701,0.2478632478632491,LOC109150475
434,0.2478632478632491,LOC109187768
435,0.2478632478632491,LOC109164821
699,0.2478632478632491,LOC109171118
436,0.2478632478632491,LOC109172908
437,0.2478632478632491,LOC109153943
697,0.2478632478632491,LOC109170495
696,0.2478632478632491,LOC109174803
695,0.2478632478632491,LOC109173755
711,0.2478632478632491,LOC109185797
712,0.2478632478632491,LOC109148214
647,0.2478632478632491,LOC109165212
724,0.2478632478632491,LOC109151922
731,0.2478632478632491,LOC109191700
410,0.2478632478632491,LOC109173149
730,0.2478632478632491,LOC109187987
413,0.2478632478632491,LOC109178118
728,0.2478632478632491,LOC109150900
727,0.2478632478632491,LOC109160042
414,0.2478632478632491,LOC109179117
726,0.2478632478632491,LOC109191438
725,0.2478632478632491,LOC109169867
415,0.2478632478632491,LOC109170400
424,0.2478632478632491,LOC109158881
723,0.2478632478632491,LOC109192779
722,0.2478632478632491,LOC109148758
719,0.2478632478632491,LOC109169625
718,0.2478632478632491,LOC109152791
717,0.2478632478632491,LOC109160230
716,0.2478632478632491,LOC109152074
422,0.2478632478632491,LOC109153323
423,0.2478632478632491,LOC109183740
713,0.2478632478632491,LOC109193808
694,0.2478632478632491,LOC109175903
693,0.2478632478632491,LOC109188224
692,0.2478632478632491,LOC109152395
