,importance,gene
1823,0.2478632478632491,LOC109184187
1821,0.2478632478632491,LOC109153352
1820,0.2478632478632491,LOC109181439
1819,0.2478632478632491,LOC109167742
1768,0.2478632478632491,LOC109177808
1766,0.2478632478632491,LOC109190428
1765,0.2478632478632491,LOC109175889
1763,0.2478632478632491,LOC109191293
1708,0.2478632478632491,LOC109166135
1707,0.2478632478632491,LOC109165782
1705,0.2478632478632491,LOC109150520
1704,0.2478632478632491,LOC109177777
1702,0.2478632478632491,LOC109172522
1701,0.2478632478632491,LOC109167076
1699,0.2478632478632491,LOC109174332
1698,0.2478632478632491,LOC109156863
1697,0.2478632478632491,LOC109173816
1696,0.2478632478632491,LOC109165810
1695,0.2478632478632491,LOC109155415
1694,0.2478632478632491,LOC109172241
1693,0.2478632478632491,LOC109181419
1692,0.2478632478632491,LOC109170246
1691,0.2478632478632491,LOC109165325
1690,0.2478632478632491,LOC109186803
1688,0.2478632478632491,LOC109184431
1686,0.2478632478632491,LOC109169960
1685,0.2478632478632491,LOC109150590
1683,0.2478632478632491,LOC109165513
1682,0.2478632478632491,LOC109186798
1680,0.2478632478632491,LOC109153600
1679,0.2478632478632491,LOC109186875
1713,0.2478632478632491,LOC109149644
1714,0.2478632478632491,LOC109174649
1715,0.2478632478632491,LOC109181619
1613,0.2478632478632491,LOC109188977
1761,0.2478632478632491,LOC109161912
1758,0.2478632478632491,LOC109171967
1755,0.2478632478632491,LOC109163983
1753,0.2478632478632491,LOC109180477
1752,0.2478632478632491,LOC109175672
1751,0.2478632478632491,LOC109165758
1749,0.2478632478632491,LOC109148847
1747,0.2478632478632491,LOC109173093
1746,0.2478632478632491,LOC109180464
1743,0.2478632478632491,LOC109169894
1740,0.2478632478632491,LOC109185374
1716,0.2478632478632491,LOC109162826
1736,0.2478632478632491,LOC109181696
1730,0.2478632478632491,LOC109175602
1729,0.2478632478632491,LOC109161918
1728,0.2478632478632491,LOC109161138
1727,0.2478632478632491,LOC109190445
1725,0.2478632478632491,LOC109182152
1723,0.2478632478632491,LOC109160232
1720,0.2478632478632491,LOC109192526
1718,0.2478632478632491,LOC109182365
1717,0.2478632478632491,LOC109182034
1617,0.2478632478632491,LOC109185701
1519,0.2478632478632491,LOC109166692
1612,0.2478632478632491,LOC109192420
1306,0.2478632478632491,LOC109190599
1326,0.2478632478632491,LOC109186084
1325,0.2478632478632491,LOC109185708
1324,0.2478632478632491,LOC109167940
1321,0.2478632478632491,LOC109150905
1318,0.2478632478632491,LOC109149500
1316,0.2478632478632491,LOC109193209
1315,0.2478632478632491,LOC109173122
1314,0.2478632478632491,LOC109193705
1313,0.2478632478632491,LOC109193044
1310,0.2478632478632491,LOC109162493
1309,0.2478632478632491,LOC109165746
1307,0.2478632478632491,LOC109170568
1299,0.2478632478632491,LOC109184606
1609,0.2478632478632491,LOC109167266
1298,0.2478632478632491,LOC109169832
1297,0.2478632478632491,LOC109156677
1295,0.2478632478632491,LOC109166191
1289,0.2478632478632491,LOC109177414
1288,0.2478632478632491,LOC109179683
1286,0.2478632478632491,LOC109148143
1285,0.2478632478632491,LOC109188241
1283,0.2478632478632491,LOC109159671
1281,0.2478632478632491,LOC109153102
1280,0.2478632478632491,LOC109181976
1279,0.2478632478632491,LOC109191774
1277,0.2478632478632491,LOC109170602
1331,0.2478632478632491,LOC109152252
1334,0.2478632478632491,LOC109188674
1335,0.2478632478632491,LOC109192462
1336,0.2478632478632491,LOC109186863
1381,0.2478632478632491,LOC109179000
1377,0.2478632478632491,LOC109180684
1,0.2478632478632491,LOC109168540
1375,0.2478632478632491,LOC109181742
1374,0.2478632478632491,LOC109180807
1373,0.2478632478632491,LOC109186514
1370,0.2478632478632491,LOC109182710
1368,0.2478632478632491,LOC109193563
1367,0.2478632478632491,LOC109183443
1364,0.2478632478632491,LOC109169564
1362,0.2478632478632491,LOC109165119
1359,0.2478632478632491,LOC109187984
1357,0.2478632478632491,LOC109193049
1356,0.2478632478632491,LOC109154850
1355,0.2478632478632491,LOC109147713
1354,0.2478632478632491,LOC109188166
1351,0.2478632478632491,LOC109162788
1350,0.2478632478632491,LOC109149191
1349,0.2478632478632491,LOC109178977
1348,0.2478632478632491,LOC109149615
1346,0.2478632478632491,LOC109161570
1345,0.2478632478632491,LOC109156362
1344,0.2478632478632491,LOC109185020
1341,0.2478632478632491,LOC109158902
1338,0.2478632478632491,LOC109182308
1275,0.2478632478632491,LOC109188053
1274,0.2478632478632491,LOC109161927
1272,0.2478632478632491,LOC109171966
1206,0.2478632478632491,LOC109159025
1201,0.2478632478632491,LOC109152079
1199,0.2478632478632491,LOC109158539
1197,0.2478632478632491,LOC109167271
1196,0.2478632478632491,LOC109149561
1195,0.2478632478632491,LOC109189249
1194,0.2478632478632491,LOC109181739
1191,0.2478632478632491,LOC109161594
1189,0.2478632478632491,LOC109156713
1187,0.2478632478632491,LOC109181640
1186,0.2478632478632491,LOC109148811
1185,0.2478632478632491,LOC109183813
1184,0.2478632478632491,LOC109169916
1181,0.2478632478632491,LOC109148762
1179,0.2478632478632491,LOC109162441
1177,0.2478632478632491,LOC109181623
1176,0.2478632478632491,LOC109153718
1175,0.2478632478632491,LOC109188217
1174,0.2478632478632491,LOC109178514
1173,0.2478632478632491,LOC109150913
1172,0.2478632478632491,LOC109148197
1169,0.2478632478632491,LOC109180161
1168,0.2478632478632491,LOC109192530
1165,0.2478632478632491,LOC109164572
1163,0.2478632478632491,LOC109152386
1162,0.2478632478632491,LOC109170800
1203,0.2478632478632491,LOC109181086
1207,0.2478632478632491,LOC109161832
1267,0.2478632478632491,LOC109152398
1208,0.2478632478632491,LOC109163340
1258,0.2478632478632491,LOC109153705
1257,0.2478632478632491,LOC109186040
1256,0.2478632478632491,LOC109190148
1253,0.2478632478632491,LOC109162003
1251,0.2478632478632491,LOC109190419
1248,0.2478632478632491,LOC109147679
1247,0.2478632478632491,LOC109149494
1246,0.2478632478632491,LOC109183652
1244,0.2478632478632491,LOC109178150
1242,0.2478632478632491,LOC109148135
1240,0.2478632478632491,LOC109158963
1238,0.2478632478632491,LOC109171686
1237,0.2478632478632491,LOC109167497
1236,0.2478632478632491,LOC109172354
1234,0.2478632478632491,LOC109146812
1232,0.2478632478632491,LOC109193282
1227,0.2478632478632491,LOC109161081
1224,0.2478632478632491,LOC109170001
1223,0.2478632478632491,LOC109158316
1221,0.2478632478632491,LOC109165124
1220,0.2478632478632491,LOC109148861
1219,0.2478632478632491,LOC109183446
1216,0.2478632478632491,LOC109183537
1211,0.2478632478632491,LOC109150401
1210,0.2478632478632491,LOC109163023
1382,0.2478632478632491,LOC109192329
1384,0.2478632478632491,LOC109148467
1385,0.2478632478632491,LOC109165479
1548,0.2478632478632491,LOC109184500
1545,0.2478632478632491,LOC109165055
1542,0.2478632478632491,LOC109173728
1541,0.2478632478632491,LOC109170797
1540,0.2478632478632491,LOC109162617
1538,0.2478632478632491,LOC109182226
1537,0.2478632478632491,LOC109156755
1536,0.2478632478632491,LOC109165705
1535,0.2478632478632491,LOC109193804
1532,0.2478632478632491,LOC109158209
1529,0.2478632478632491,LOC109176044
1526,0.2478632478632491,LOC109146555
1525,0.2478632478632491,LOC109185349
1522,0.2478632478632491,LOC109191118
1521,0.2478632478632491,LOC109185888
1865,0.2478632478632491,LOC109187703
1517,0.2478632478632491,LOC109191362
1516,0.2478632478632491,LOC109170670
1515,0.2478632478632491,LOC109167919
1514,0.2478632478632491,LOC109162031
1510,0.2478632478632491,LOC109170181
1505,0.2478632478632491,LOC109165660
1504,0.2478632478632491,LOC109158142
1503,0.2478632478632491,LOC109188913
1501,0.2478632478632491,LOC109171921
1500,0.2478632478632491,LOC109168324
1546,0.2478632478632491,LOC109180345
1552,0.2478632478632491,LOC109165064
1496,0.2478632478632491,LOC109186783
1554,0.2478632478632491,LOC109185373
1604,0.2478632478632491,LOC109191726
1602,0.2478632478632491,LOC109188760
1600,0.2478632478632491,LOC109175591
1599,0.2478632478632491,LOC109150643
1598,0.2478632478632491,LOC109167922
1597,0.2478632478632491,LOC109161809
1596,0.2478632478632491,LOC109193495
1591,0.2478632478632491,LOC109169868
1590,0.2478632478632491,LOC109155614
1588,0.2478632478632491,LOC109187919
1587,0.2478632478632491,LOC109162495
1586,0.2478632478632491,LOC109180766
1585,0.2478632478632491,LOC109178098
1583,0.2478632478632491,LOC109179490
1580,0.2478632478632491,LOC109173872
1579,0.2478632478632491,LOC109170019
1577,0.2478632478632491,LOC109151397
1575,0.2478632478632491,LOC109152923
1574,0.2478632478632491,LOC109158541
1572,0.2478632478632491,LOC109182802
1568,0.2478632478632491,LOC109180141
1567,0.2478632478632491,LOC109150918
1563,0.2478632478632491,LOC109165522
1561,0.2478632478632491,LOC109194011
1560,0.2478632478632491,LOC109160897
1499,0.2478632478632491,LOC109182177
1495,0.2478632478632491,LOC109153315
1386,0.2478632478632491,LOC109172323
1444,0.2478632478632491,LOC109160205
1441,0.2478632478632491,LOC109167270
1439,0.2478632478632491,LOC109172614
1437,0.2478632478632491,LOC109175795
1434,0.2478632478632491,LOC109188085
1433,0.2478632478632491,LOC109179092
1432,0.2478632478632491,LOC109161693
1431,0.2478632478632491,LOC109177037
1429,0.2478632478632491,LOC109157838
1427,0.2478632478632491,LOC109171048
1425,0.2478632478632491,LOC109149702
1423,0.2478632478632491,LOC109155720
1422,0.2478632478632491,LOC109187262
1421,0.2478632478632491,LOC109178316
1419,0.2478632478632491,LOC109153810
1418,0.2478632478632491,LOC109190814
1417,0.2478632478632491,LOC109190688
1416,0.2478632478632491,LOC109156974
1415,0.2478632478632491,LOC109178410
1411,0.2478632478632491,LOC109161239
1407,0.2478632478632491,LOC109164811
1402,0.2478632478632491,LOC109146504
1400,0.2478632478632491,LOC109183307
1396,0.2478632478632491,LOC109171892
1395,0.2478632478632491,LOC109163354
1393,0.2478632478632491,LOC109186743
1442,0.2478632478632491,LOC109169227
1445,0.2478632478632491,LOC109161037
1493,0.2478632478632491,LOC109190718
1446,0.2478632478632491,LOC109193168
1492,0.2478632478632491,LOC109170137
1490,0.2478632478632491,LOC109191637
1489,0.2478632478632491,LOC109169701
1487,0.2478632478632491,LOC109170010
1485,0.2478632478632491,LOC109168914
1483,0.2478632478632491,LOC109193994
1482,0.2478632478632491,LOC109186526
1479,0.2478632478632491,LOC109165998
1477,0.2478632478632491,LOC109186815
1475,0.2478632478632491,LOC109168520
1469,0.2478632478632491,LOC109173656
1468,0.2478632478632491,LOC109147583
1465,0.2478632478632491,LOC109184137
1463,0.2478632478632491,LOC109165541
1462,0.2478632478632491,LOC109158661
1460,0.2478632478632491,LOC109186493
1459,0.2478632478632491,LOC109165329
1458,0.2478632478632491,LOC109178883
1457,0.2478632478632491,LOC109190597
1454,0.2478632478632491,LOC109158682
1453,0.2478632478632491,LOC109192580
1452,0.2478632478632491,LOC109187729
1450,0.2478632478632491,LOC109170326
1449,0.2478632478632491,LOC109180435
1448,0.2478632478632491,LOC109176495
1861,0.2478632478632491,LOC109169570
1947,0.2478632478632491,LOC109180376
1866,0.2478632478632491,LOC109190421
2434,0.2478632478632491,LOC109155412
2453,0.2478632478632491,LOC109183071
2452,0.2478632478632491,LOC109178094
2450,0.2478632478632491,LOC109170516
2449,0.2478632478632491,LOC109171639
2447,0.2478632478632491,LOC109162914
2446,0.2478632478632491,LOC109156035
2444,0.2478632478632491,LOC109193383
2443,0.2478632478632491,LOC109191629
2442,0.2478632478632491,LOC109165350
2441,0.2478632478632491,LOC109164900
2440,0.2478632478632491,LOC109161902
2439,0.2478632478632491,LOC109178794
2435,0.2478632478632491,LOC109165395
2433,0.2478632478632491,LOC109191222
2458,0.2478632478632491,LOC109158992
2431,0.2478632478632491,LOC109175061
2429,0.2478632478632491,LOC109187849
2428,0.2478632478632491,LOC109189173
2427,0.2478632478632491,LOC109183761
2426,0.2478632478632491,LOC109165629
2424,0.2478632478632491,LOC109156901
2423,0.2478632478632491,LOC109152377
2422,0.2478632478632491,LOC109149813
2421,0.2478632478632491,LOC109155718
2420,0.2478632478632491,LOC109182195
2419,0.2478632478632491,LOC109180615
2418,0.2478632478632491,LOC109185841
2417,0.2478632478632491,LOC109179001
2456,0.2478632478632491,LOC109150342
2460,0.2478632478632491,LOC109193841
2302,0.2478632478632491,LOC109160258
2492,0.2478632478632491,LOC109161516
2513,0.2478632478632491,LOC109186799
2512,0.2478632478632491,LOC109180481
2510,0.2478632478632491,LOC109193942
2508,0.2478632478632491,LOC109180787
2507,0.2478632478632491,LOC109161177
2505,0.2478632478632491,LOC109155391
2504,0.2478632478632491,LOC109177603
2502,0.2478632478632491,LOC109149812
2501,0.2478632478632491,LOC109184286
2499,0.2478632478632491,LOC109147784
2498,0.2478632478632491,LOC109160312
2497,0.2478632478632491,LOC109158476
2493,0.2478632478632491,LOC109167736
2491,0.2478632478632491,LOC109188774
2461,0.2478632478632491,LOC109153531
2489,0.2478632478632491,LOC109169546
2486,0.2478632478632491,LOC109175002
2485,0.2478632478632491,LOC109158080
2482,0.2478632478632491,LOC109179199
2481,0.2478632478632491,LOC109165747
2477,0.2478632478632491,LOC109189513
2476,0.2478632478632491,LOC109153320
2475,0.2478632478632491,LOC109148018
2472,0.2478632478632491,LOC109174604
2471,0.2478632478632491,LOC109165628
2470,0.2478632478632491,LOC109187277
2467,0.2478632478632491,LOC109161171
2462,0.2478632478632491,LOC109184512
2415,0.2478632478632491,LOC109149407
2410,0.2478632478632491,LOC109153232
2408,0.2478632478632491,LOC109186718
2326,0.2478632478632491,LOC109166816
2352,0.2478632478632491,LOC109160157
2351,0.2478632478632491,LOC109158821
2346,0.2478632478632491,LOC109175617
2345,0.2478632478632491,LOC109165152
2344,0.2478632478632491,LOC109152366
2343,0.2478632478632491,LOC109147179
2342,0.2478632478632491,LOC109152353
2340,0.2478632478632491,LOC109178278
2337,0.2478632478632491,LOC109170104
2336,0.2478632478632491,LOC109159069
2335,0.2478632478632491,LOC109149739
2333,0.2478632478632491,LOC109171391
2329,0.2478632478632491,LOC109154566
2325,0.2478632478632491,LOC109182773
2407,0.2478632478632491,LOC109160099
2323,0.2478632478632491,LOC109174749
2322,0.2478632478632491,LOC109155998
2319,0.2478632478632491,LOC109174953
2318,0.2478632478632491,LOC109168659
2316,0.2478632478632491,LOC109149405
